NA	NA	True	0.6666667	0	5.001093	0	0
NA	NA	True	0.6666667	0	5.004494	0	0
NA	NA	True	0.6666667	0	5.008396	0	0
NA	NA	True	0.6666667	0	1.291175	0	0
NA	NA	True	0.6666667	0	2.013416	0	0
NA	NA	True	0.6666667	0	2.189085	0	0
NA	NA	True	0.6666667	0	2.344103	0	0
NA	NA	True	0.6666667	0	2.523878	0	0
NA	NA	True	0.6666667	0	3.125395	0	0
NA	NA	True	0.6666667	0	3.517553	0	0
NA	NA	True	0.6666667	0	3.842944	0	0
NA	NA	True	0.6666667	0	4.140161	0	0
NA	NA	True	0.6666667	0	4.414409	0	0
NA	NA	True	0.6666667	0	5.41883	0	0
NA	NA	True	0.6666667	0	5.629276	0	0
NA	NA	True	0.6666667	0	7.348042	0	0
NA	NA	True	0.6666667	0	5.01616	0	0
NA	NA	True	0.6666667	0	6.049195	0	0
NA	NA	True	0.6666667	0	5.006738	0	0
NA	NA	True	0.6666667	0	5.000501	0	0
NA	NA	True	0.6666667	0	5.006261	0	0
NA	NA	True	0.6666667	0	5.013928	0	0
NA	NA	True	0.6666667	0	5.015109	0	0
NA	NA	True	0.6666667	0	5.016125	0	0
NA	NA	True	0.6666667	0	5.016758	0	0
NA	NA	True	0.6666667	0	5.016508	0	0
NA	NA	True	0.6666667	0	5.003343	0	0
NA	NA	True	0.6666667	0	5.0143	0	0
NA	NA	True	0.6666667	0	5.010186	0	0
NA	NA	True	0.6666667	0	5.001726	0	0
NA	NA	True	0.6666667	0	5.001345	0	0
NA	NA	True	0.6666667	0	5.011265	0	0
NA	NA	True	0.6666667	0	5.003655	0	0
NA	NA	True	0.6666667	0	5.00692	0	0
NA	NA	True	0.6666667	0	5.02288	0	0
NA	NA	True	0.6666667	0	5.01331	0	0
NA	NA	True	0.6666667	0	5.017574	0	0
NA	NA	True	0.6666667	0	5.019167	0	0
NA	NA	True	0.6666667	0	5.006521	0	0
NA	NA	True	0.6666667	0	5.013777	0	0
NA	NA	True	0.6666667	0	5.00769	0	0
NA	NA	True	0.6666667	0	5.010233	0	0
NA	NA	True	0.6666667	0	5.015979	0	0
NA	NA	True	0.6666667	0	5.014063	0	0
NA	NA	True	0.6666667	0	5.007213	0	0
NA	NA	True	0.6666667	0	5.007017	0	0
NA	NA	True	0.6666667	0	5.001509	0	0
NA	NA	True	0.6666667	0	5.002531	0	0
NA	NA	True	0.6666667	0	5.004236	0	0
NA	NA	True	0.6666667	0	5.009634	0	0
NA	NA	True	0.6666667	0	5.013474	0	0
NA	NA	True	0.6666667	0	5.012789	0	0
NA	NA	True	0.6666667	0	5.008496	0	0
NA	NA	True	0.6666667	0	5.015927	0	0
NA	NA	True	0.6666667	0	5.003598	0	0
NA	NA	True	0.6666667	0	5.025523	0	0
NA	NA	True	0.6666667	0	104.5361	0	0
NA	NA	True	0.6666667	0	5.010569	0	0
NA	NA	True	0.6666667	0	5.014441	0	0
NA	NA	True	0.6666667	0	5.017868	0	0
NA	NA	True	0.6666667	0	5.000137	0	0
NA	NA	True	0.6666667	0	5.000667	0	0
NA	NA	True	0.6666667	0	5.025757	0	0
NA	NA	True	0.6666667	0	5.0189	0	0
NA	NA	True	0.6666667	0	5.017816	0	0
NA	NA	True	0.6666667	0	41.31876	0	0
